Date,Day,Hour,Maximum Occupancy
08.05.2025,Thursday,17:00:00,135
08.05.2025,Thursday,18:00:00,135
08.05.2025,Thursday,19:00:00,135
08.05.2025,Thursday,20:00:00,135
08.05.2025,Thursday,21:00:00,135
09.05.2025,Friday,06:00:00,112
09.05.2025,Friday,07:00:00,90
09.05.2025,Friday,08:00:00,67
09.05.2025,Friday,09:00:00,135
09.05.2025,Friday,10:00:00,112
09.05.2025,Friday,11:00:00,135
09.05.2025,Friday,12:00:00,135
09.05.2025,Friday,13:00:00,135
09.05.2025,Friday,14:00:00,135
09.05.2025,Friday,15:00:00,45
09.05.2025,Friday,16:00:00,67
09.05.2025,Friday,17:00:00,135
09.05.2025,Friday,18:00:00,135
09.05.2025,Friday,19:00:00,135
09.05.2025,Friday,20:00:00,135
09.05.2025,Friday,21:00:00,135
10.05.2025,Saturday,08:00:00,135
10.05.2025,Saturday,09:00:00,135
10.05.2025,Saturday,10:00:00,135
10.05.2025,Saturday,11:00:00,135
10.05.2025,Saturday,12:00:00,135
10.05.2025,Saturday,13:00:00,135
10.05.2025,Saturday,14:00:00,135
10.05.2025,Saturday,15:00:00,135
10.05.2025,Saturday,16:00:00,135
10.05.2025,Saturday,17:00:00,135
10.05.2025,Saturday,18:00:00,135
10.05.2025,Saturday,19:00:00,135
10.05.2025,Saturday,20:00:00,135
11.05.2025,Sunday,08:00:00,135
11.05.2025,Sunday,09:00:00,135
11.05.2025,Sunday,10:00:00,135
11.05.2025,Sunday,11:00:00,135
11.05.2025,Sunday,12:00:00,135
11.05.2025,Sunday,13:00:00,135
11.05.2025,Sunday,14:00:00,135
11.05.2025,Sunday,15:00:00,135
11.05.2025,Sunday,16:00:00,135
11.05.2025,Sunday,17:00:00,135
11.05.2025,Sunday,18:00:00,135
11.05.2025,Sunday,19:00:00,135
11.05.2025,Sunday,20:00:00,135
12.05.2025,Monday,06:00:00,135
12.05.2025,Monday,07:00:00,112
12.05.2025,Monday,08:00:00,90
12.05.2025,Monday,09:00:00,112
12.05.2025,Monday,10:00:00,45
12.05.2025,Monday,11:00:00,135
12.05.2025,Monday,12:00:00,135
12.05.2025,Monday,13:00:00,135
12.05.2025,Monday,14:00:00,135
12.05.2025,Monday,15:00:00,67
12.05.2025,Monday,16:00:00,45
12.05.2025,Monday,17:00:00,67
12.05.2025,Monday,18:00:00,135
12.05.2025,Monday,19:00:00,135
12.05.2025,Monday,20:00:00,135
12.05.2025,Monday,21:00:00,135
13.05.2025,Tuesday,06:00:00,135
13.05.2025,Tuesday,07:00:00,112
13.05.2025,Tuesday,08:00:00,135
13.05.2025,Tuesday,09:00:00,67
13.05.2025,Tuesday,10:00:00,90
13.05.2025,Tuesday,11:00:00,135
13.05.2025,Tuesday,12:00:00,135
13.05.2025,Tuesday,13:00:00,135
13.05.2025,Tuesday,14:00:00,135
13.05.2025,Tuesday,15:00:00,45
13.05.2025,Tuesday,16:00:00,45
13.05.2025,Tuesday,17:00:00,67
13.05.2025,Tuesday,18:00:00,135
13.05.2025,Tuesday,19:00:00,135
13.05.2025,Tuesday,20:00:00,135
13.05.2025,Tuesday,21:00:00,135
14.05.2025,Wednesday,06:00:00,135
14.05.2025,Wednesday,07:00:00,90
14.05.2025,Wednesday,08:00:00,112
14.05.2025,Wednesday,09:00:00,67
14.05.2025,Wednesday,10:00:00,67
14.05.2025,Wednesday,11:00:00,135
14.05.2025,Wednesday,12:00:00,135
14.05.2025,Wednesday,13:00:00,135
14.05.2025,Wednesday,14:00:00,135
14.05.2025,Wednesday,15:00:00,90
14.05.2025,Wednesday,16:00:00,45
14.05.2025,Wednesday,17:00:00,67
14.05.2025,Wednesday,18:00:00,135
14.05.2025,Wednesday,19:00:00,135
14.05.2025,Wednesday,20:00:00,135
14.05.2025,Wednesday,21:00:00,135
15.05.2025,Thursday,06:00:00,135
15.05.2025,Thursday,07:00:00,112
15.05.2025,Thursday,08:00:00,90
15.05.2025,Thursday,09:00:00,135
15.05.2025,Thursday,10:00:00,112
15.05.2025,Thursday,11:00:00,135
15.05.2025,Thursday,12:00:00,135
15.05.2025,Thursday,13:00:00,135
15.05.2025,Thursday,14:00:00,135
15.05.2025,Thursday,15:00:00,67
15.05.2025,Thursday,16:00:00,45
15.05.2025,Thursday,17:00:00,67
15.05.2025,Thursday,18:00:00,135
15.05.2025,Thursday,19:00:00,135
15.05.2025,Thursday,20:00:00,135
15.05.2025,Thursday,21:00:00,135
16.05.2025,Friday,06:00:00,112
16.05.2025,Friday,07:00:00,90
16.05.2025,Friday,08:00:00,67
16.05.2025,Friday,09:00:00,135
16.05.2025,Friday,10:00:00,112
16.05.2025,Friday,11:00:00,135
16.05.2025,Friday,12:00:00,135
16.05.2025,Friday,13:00:00,135
16.05.2025,Friday,14:00:00,135
16.05.2025,Friday,15:00:00,45
16.05.2025,Friday,16:00:00,67
16.05.2025,Friday,17:00:00,135
16.05.2025,Friday,18:00:00,135
16.05.2025,Friday,19:00:00,135
16.05.2025,Friday,20:00:00,135
16.05.2025,Friday,21:00:00,135
17.05.2025,Saturday,08:00:00,135
17.05.2025,Saturday,09:00:00,135
17.05.2025,Saturday,10:00:00,135
17.05.2025,Saturday,11:00:00,135
17.05.2025,Saturday,12:00:00,135
17.05.2025,Saturday,13:00:00,135
17.05.2025,Saturday,14:00:00,135
17.05.2025,Saturday,15:00:00,135
17.05.2025,Saturday,16:00:00,135
17.05.2025,Saturday,17:00:00,135
17.05.2025,Saturday,18:00:00,135
17.05.2025,Saturday,19:00:00,135
17.05.2025,Saturday,20:00:00,135
18.05.2025,Sunday,08:00:00,135
18.05.2025,Sunday,09:00:00,135
18.05.2025,Sunday,10:00:00,135
18.05.2025,Sunday,11:00:00,135
18.05.2025,Sunday,12:00:00,135
18.05.2025,Sunday,13:00:00,135
18.05.2025,Sunday,14:00:00,135
18.05.2025,Sunday,15:00:00,135
18.05.2025,Sunday,16:00:00,135
18.05.2025,Sunday,17:00:00,135
18.05.2025,Sunday,18:00:00,135
18.05.2025,Sunday,19:00:00,135
18.05.2025,Sunday,20:00:00,135
19.05.2025,Monday,06:00:00,135
19.05.2025,Monday,07:00:00,112
19.05.2025,Monday,08:00:00,90
19.05.2025,Monday,09:00:00,112
19.05.2025,Monday,10:00:00,45
19.05.2025,Monday,11:00:00,135
19.05.2025,Monday,12:00:00,90
19.05.2025,Monday,13:00:00,135
19.05.2025,Monday,14:00:00,135
19.05.2025,Monday,15:00:00,67
19.05.2025,Monday,16:00:00,45
19.05.2025,Monday,17:00:00,67
19.05.2025,Monday,18:00:00,135
19.05.2025,Monday,19:00:00,135
19.05.2025,Monday,20:00:00,135
19.05.2025,Monday,21:00:00,135
20.05.2025,Tuesday,06:00:00,135
20.05.2025,Tuesday,07:00:00,112
20.05.2025,Tuesday,08:00:00,135
20.05.2025,Tuesday,09:00:00,67
20.05.2025,Tuesday,10:00:00,90
20.05.2025,Tuesday,11:00:00,135
20.05.2025,Tuesday,12:00:00,135
20.05.2025,Tuesday,13:00:00,135
20.05.2025,Tuesday,14:00:00,135
20.05.2025,Tuesday,15:00:00,45
20.05.2025,Tuesday,16:00:00,45
20.05.2025,Tuesday,17:00:00,67
20.05.2025,Tuesday,18:00:00,135
20.05.2025,Tuesday,19:00:00,135
20.05.2025,Tuesday,20:00:00,135
20.05.2025,Tuesday,21:00:00,135
21.05.2025,Wednesday,06:00:00,135
21.05.2025,Wednesday,07:00:00,90
21.05.2025,Wednesday,08:00:00,112
21.05.2025,Wednesday,09:00:00,67
21.05.2025,Wednesday,10:00:00,67
21.05.2025,Wednesday,11:00:00,135
21.05.2025,Wednesday,12:00:00,135
21.05.2025,Wednesday,13:00:00,135
21.05.2025,Wednesday,14:00:00,112
21.05.2025,Wednesday,15:00:00,90
21.05.2025,Wednesday,16:00:00,45
21.05.2025,Wednesday,17:00:00,67
21.05.2025,Wednesday,18:00:00,135
21.05.2025,Wednesday,19:00:00,135
21.05.2025,Wednesday,20:00:00,135
21.05.2025,Wednesday,21:00:00,135
22.05.2025,Thursday,06:00:00,112
22.05.2025,Thursday,07:00:00,112
22.05.2025,Thursday,08:00:00,90
22.05.2025,Thursday,09:00:00,135
22.05.2025,Thursday,10:00:00,112
22.05.2025,Thursday,11:00:00,135
22.05.2025,Thursday,12:00:00,135
22.05.2025,Thursday,13:00:00,135
22.05.2025,Thursday,14:00:00,135
22.05.2025,Thursday,15:00:00,67
22.05.2025,Thursday,16:00:00,45
22.05.2025,Thursday,17:00:00,67
22.05.2025,Thursday,18:00:00,135
22.05.2025,Thursday,19:00:00,135
22.05.2025,Thursday,20:00:00,135
22.05.2025,Thursday,21:00:00,135
23.05.2025,Friday,06:00:00,112
23.05.2025,Friday,07:00:00,67
23.05.2025,Friday,08:00:00,67
23.05.2025,Friday,09:00:00,135
23.05.2025,Friday,10:00:00,112
23.05.2025,Friday,11:00:00,135
23.05.2025,Friday,12:00:00,135
23.05.2025,Friday,13:00:00,135
23.05.2025,Friday,14:00:00,135
23.05.2025,Friday,15:00:00,45
23.05.2025,Friday,16:00:00,67
23.05.2025,Friday,17:00:00,135
23.05.2025,Friday,18:00:00,135
23.05.2025,Friday,19:00:00,135
23.05.2025,Friday,20:00:00,135
23.05.2025,Friday,21:00:00,135
24.05.2025,Saturday,08:00:00,135
24.05.2025,Saturday,09:00:00,135
24.05.2025,Saturday,10:00:00,135
24.05.2025,Saturday,11:00:00,135
24.05.2025,Saturday,12:00:00,135
24.05.2025,Saturday,13:00:00,135
24.05.2025,Saturday,14:00:00,135
24.05.2025,Saturday,15:00:00,135
24.05.2025,Saturday,16:00:00,135
24.05.2025,Saturday,17:00:00,135
24.05.2025,Saturday,18:00:00,135
24.05.2025,Saturday,19:00:00,135
24.05.2025,Saturday,20:00:00,135
25.05.2025,Sunday,08:00:00,135
25.05.2025,Sunday,09:00:00,135
25.05.2025,Sunday,10:00:00,135
25.05.2025,Sunday,11:00:00,135
25.05.2025,Sunday,12:00:00,135
25.05.2025,Sunday,13:00:00,135
25.05.2025,Sunday,14:00:00,135
25.05.2025,Sunday,15:00:00,135
25.05.2025,Sunday,16:00:00,135
25.05.2025,Sunday,17:00:00,135
25.05.2025,Sunday,18:00:00,135
25.05.2025,Sunday,19:00:00,135
25.05.2025,Sunday,20:00:00,135
26.05.2025,Monday,06:00:00,135
26.05.2025,Monday,07:00:00,112
26.05.2025,Monday,08:00:00,90
26.05.2025,Monday,09:00:00,112
26.05.2025,Monday,10:00:00,135
26.05.2025,Monday,11:00:00,135
26.05.2025,Monday,12:00:00,135
26.05.2025,Monday,13:00:00,135
26.05.2025,Monday,14:00:00,135
26.05.2025,Monday,15:00:00,67
26.05.2025,Monday,16:00:00,45
26.05.2025,Monday,17:00:00,67
26.05.2025,Monday,18:00:00,135
26.05.2025,Monday,19:00:00,135
26.05.2025,Monday,20:00:00,135
26.05.2025,Monday,21:00:00,135
27.05.2025,Tuesday,06:00:00,135
27.05.2025,Tuesday,07:00:00,112
27.05.2025,Tuesday,08:00:00,135
27.05.2025,Tuesday,09:00:00,67
27.05.2025,Tuesday,10:00:00,112
27.05.2025,Tuesday,11:00:00,135
27.05.2025,Tuesday,12:00:00,135
27.05.2025,Tuesday,13:00:00,135
27.05.2025,Tuesday,14:00:00,135
27.05.2025,Tuesday,15:00:00,45
27.05.2025,Tuesday,16:00:00,45
27.05.2025,Tuesday,17:00:00,67
27.05.2025,Tuesday,18:00:00,135
27.05.2025,Tuesday,19:00:00,135
27.05.2025,Tuesday,20:00:00,135
27.05.2025,Tuesday,21:00:00,135
28.05.2025,Wednesday,06:00:00,135
28.05.2025,Wednesday,07:00:00,90
28.05.2025,Wednesday,08:00:00,90
28.05.2025,Wednesday,09:00:00,67
28.05.2025,Wednesday,10:00:00,135
28.05.2025,Wednesday,11:00:00,135
28.05.2025,Wednesday,12:00:00,135
28.05.2025,Wednesday,13:00:00,135
28.05.2025,Wednesday,14:00:00,112
28.05.2025,Wednesday,15:00:00,90
28.05.2025,Wednesday,16:00:00,45
28.05.2025,Wednesday,17:00:00,67
28.05.2025,Wednesday,18:00:00,135
28.05.2025,Wednesday,19:00:00,135
28.05.2025,Wednesday,20:00:00,135
28.05.2025,Wednesday,21:00:00,135
29.05.2025,Thursday,06:00:00,135
29.05.2025,Thursday,07:00:00,112
29.05.2025,Thursday,08:00:00,90
29.05.2025,Thursday,09:00:00,135
29.05.2025,Thursday,10:00:00,112
29.05.2025,Thursday,11:00:00,135
29.05.2025,Thursday,12:00:00,135
29.05.2025,Thursday,13:00:00,135
29.05.2025,Thursday,14:00:00,135
29.05.2025,Thursday,15:00:00,67
29.05.2025,Thursday,16:00:00,45
29.05.2025,Thursday,17:00:00,67
29.05.2025,Thursday,18:00:00,135
29.05.2025,Thursday,19:00:00,135
29.05.2025,Thursday,20:00:00,135
29.05.2025,Thursday,21:00:00,135
30.05.2025,Friday,06:00:00,67
30.05.2025,Friday,07:00:00,45
30.05.2025,Friday,08:00:00,67
30.05.2025,Friday,09:00:00,135
30.05.2025,Friday,10:00:00,112
30.05.2025,Friday,11:00:00,135
30.05.2025,Friday,12:00:00,135
30.05.2025,Friday,13:00:00,135
30.05.2025,Friday,14:00:00,135
30.05.2025,Friday,15:00:00,45
30.05.2025,Friday,16:00:00,67
30.05.2025,Friday,17:00:00,135
30.05.2025,Friday,18:00:00,135
30.05.2025,Friday,19:00:00,135
30.05.2025,Friday,20:00:00,135
30.05.2025,Friday,21:00:00,135
31.05.2025,Saturday,08:00:00,135
31.05.2025,Saturday,09:00:00,135
31.05.2025,Saturday,10:00:00,135
31.05.2025,Saturday,11:00:00,135
31.05.2025,Saturday,12:00:00,135
31.05.2025,Saturday,13:00:00,135
31.05.2025,Saturday,14:00:00,135
31.05.2025,Saturday,15:00:00,135
31.05.2025,Saturday,16:00:00,135
31.05.2025,Saturday,17:00:00,135
31.05.2025,Saturday,18:00:00,135
31.05.2025,Saturday,19:00:00,135
31.05.2025,Saturday,20:00:00,135
01.06.2025,Sunday,08:00:00,135
01.06.2025,Sunday,09:00:00,135
01.06.2025,Sunday,10:00:00,135
01.06.2025,Sunday,11:00:00,135
01.06.2025,Sunday,12:00:00,135
01.06.2025,Sunday,13:00:00,135
01.06.2025,Sunday,14:00:00,135
01.06.2025,Sunday,15:00:00,135
01.06.2025,Sunday,16:00:00,135
01.06.2025,Sunday,17:00:00,135
01.06.2025,Sunday,18:00:00,135
01.06.2025,Sunday,19:00:00,135
01.06.2025,Sunday,20:00:00,135
02.06.2025,Monday,06:00:00,135
02.06.2025,Monday,07:00:00,112
02.06.2025,Monday,08:00:00,112
02.06.2025,Monday,09:00:00,112
02.06.2025,Monday,10:00:00,135
02.06.2025,Monday,11:00:00,135
02.06.2025,Monday,12:00:00,135
02.06.2025,Monday,13:00:00,135
02.06.2025,Monday,14:00:00,135
02.06.2025,Monday,15:00:00,67
02.06.2025,Monday,16:00:00,45
02.06.2025,Monday,17:00:00,67
02.06.2025,Monday,18:00:00,135
02.06.2025,Monday,19:00:00,135
02.06.2025,Monday,20:00:00,135
02.06.2025,Monday,21:00:00,135
03.06.2025,Tuesday,06:00:00,135
03.06.2025,Tuesday,07:00:00,90
03.06.2025,Tuesday,08:00:00,135
03.06.2025,Tuesday,09:00:00,135
03.06.2025,Tuesday,10:00:00,112
03.06.2025,Tuesday,11:00:00,135
03.06.2025,Tuesday,12:00:00,135
03.06.2025,Tuesday,13:00:00,135
03.06.2025,Tuesday,14:00:00,135
03.06.2025,Tuesday,15:00:00,45
03.06.2025,Tuesday,16:00:00,45
03.06.2025,Tuesday,17:00:00,67
03.06.2025,Tuesday,18:00:00,135
03.06.2025,Tuesday,19:00:00,135
03.06.2025,Tuesday,20:00:00,135
03.06.2025,Tuesday,21:00:00,135
04.06.2025,Wednesday,06:00:00,135
04.06.2025,Wednesday,07:00:00,90
04.06.2025,Wednesday,08:00:00,112
04.06.2025,Wednesday,09:00:00,67
04.06.2025,Wednesday,10:00:00,135
04.06.2025,Wednesday,11:00:00,135
04.06.2025,Wednesday,12:00:00,135
04.06.2025,Wednesday,13:00:00,135
04.06.2025,Wednesday,14:00:00,112
04.06.2025,Wednesday,15:00:00,90
04.06.2025,Wednesday,16:00:00,45
04.06.2025,Wednesday,17:00:00,67
04.06.2025,Wednesday,18:00:00,135
04.06.2025,Wednesday,19:00:00,135
04.06.2025,Wednesday,20:00:00,135
04.06.2025,Wednesday,21:00:00,135
